	Gene	BaseMean	Log2FoldChange	lfcMLE	lfcSE	stat	p-value	padj	GO_molecular_function	GO_biological_process	category
6582	CG15526	628.568884807462	-0.414759168274711	-0.505276599594742	0.453543372906319	-0.914486227892433	0.360461411245979	0.704714926740961			
6583	CG13359	1261.90694745987	-0.406873462159202	-0.490605652596385	0.444974170948484	-0.914375459797882	0.360519592053967	0.704721620555067			
6584	CG30160	658.302113235047	0.534121647667538	0.929334774910293	0.584497572025978	0.913813287224055	0.360814963368143	0.704977771147411			
6585	CG13248	319.051831161577	-0.146526535389986	-0.149323085075359	0.160329928612703	-0.913906322156103	0.360766071366769	0.704977771147411			
6586	CG13731	9021.78333596563	0.534216648085029	1.27579941300076	0.584553403722678	0.913888525296263	0.360775423705326	0.704977771147411			
6587	CG4375	16759.8855707332	-0.392980547967153	-0.466210488046582	0.430375234458623	-0.913111435098002	0.361183936798323	0.70525762577096			
6588	CG8888	4268.72910405065	0.416706090001982	0.509503976948489	0.456466503389147	0.912895222120453	0.361297650629214	0.70525762577096			
6589	CG9646	2899.47297575367	0.0891842657673539	0.0898007545766215	0.0976600263616965	0.913211567617732	0.361131281272368	0.70525762577096			
6590	Hsc70-2	8555.6598070145	-0.384828140318137	-0.452275554342697	0.421324522300555	-0.913377028749391	0.361044282698793	0.70525762577096			
6591	CG6527	7917.73572163209	-0.401693508382858	-0.481649087884034	0.440083213279368	-0.912767168257926	0.361365009137762	0.70525762577096			
6592	CG32713	3851.82532844394	-0.415236019742511	-0.506769850508102	0.455000686307414	-0.91260526025221	0.36145018677216	0.70525762577096			
6593	CG31360	7868.61956814371	-0.103462820049191	-0.104431023586357	0.113367742235061	-0.912630153952148	0.36143708971102	0.70525762577096			
6594	CG14629	39545.3594546023	0.182082094467405	0.187577710714521	0.199468907930263	0.912834468071903	0.36132960730991	0.70525762577096			
6595	CG10915	1808.84255971899	0.154094309984422	0.157369535457893	0.168851419792027	0.912602986544144	0.361451383029157	0.70525762577096			
6596	NPF	307.963667667912	0.209219248145692	0.217739557212427	0.229308479799909	0.912392111832295	0.361562340494506	0.705367185412201			
6597	CG5122	2226.09336654322	-0.428496071327948	-0.533119302655586	0.469716633299702	-0.912243767732506	0.361640408570038	0.705412558092814			
6598	CG11425	1555.59892452531	-0.186708727946569	-0.192669964437239	0.204828831039917	-0.911535387858478	0.36201334867783	0.706033004619438			
6599	cta	4802.86840687815	0.135275406070384	0.137475324145307	0.14842377586362	0.911413318272423	0.362077638874595	0.70605139580546			
6600	CG31446	2750.03615315981	-0.37721106191112	-0.440251467535791	0.414288784854836	-0.910502711395608	0.362557452459609	0.706352186801989			
6601	CCAP	478.80119833905	-0.374041073746062	-0.43505024681554	0.410680825026127	-0.910782902323881	0.362409772906682	0.706352186801989			
6602	Neu2	45.8337979005228	-0.42111767469933	-0.518940320674694	0.462514774395916	-0.910495616598077	0.362561192386475	0.706352186801989			
6603	CG3770	1824.37284468848	-0.120647582942817	-0.122199258268411	0.132442928747599	-0.91094016180161	0.362326903044867	0.706352186801989			
6604	CG2974	1309.51549616924	-0.0968961251047486	-0.0976926848210764	0.106388427079063	-0.910776930960167	0.362412919825901	0.706352186801989			
6605	CG14185	26.2113429341449	-0.34506241170772	-0.390363605862949	0.378926202283881	-0.91063222766846	0.362489183948571	0.706352186801989			
6606	CG14013	3696.37094936474	-0.374994715067914	-0.436662570155542	0.411911848686458	-0.910376130872979	0.362624181305105	0.706356748697308			
6607	CG14260	1084.45641528857	-0.394426161892172	-0.469397085457831	0.433300609366608	-0.910282961449645	0.362673301895245	0.706356748697308			
6608	CG12817	1661.92233453294	-0.18650943271454	-0.192482916085192	0.205129199646484	-0.909229076289319	0.363229219115962	0.706398275873259			
6609	modSP	3877.76180195501	0.133380690124959	0.135500821776875	0.146788932900583	0.908656310045496	0.363531572934838	0.706398275873259			
6610	CG42778	2349.44290675153	-0.3648206018665	-0.420931214327461	0.402034776155595	-0.90743543470306	0.36417657812114	0.706398275873259			
6611	CG30441	201.670835905159	-0.390775215997279	-0.463657718153312	0.430554953978874	-0.90760822140361	0.364085249100079	0.706398275873259			
6612	CG33158	982.066899148447	-0.14630822739131	-0.149127580344172	0.161107543636327	-0.908140140982944	0.363804184877846	0.706398275873259			
6613	CG1407	3999.86558748315	0.114000514834975	0.115313555946552	0.125494300818654	0.908411888757497	0.363660646803871	0.706398275873259			
6614	wal	14705.5429037054	-0.123580528062914	-0.12525414649248	0.13581651739988	-0.909907943663877	0.362871060127132	0.706398275873259			
6615	CG14693	621.428249839262	-0.394966457950697	-0.470916979681154	0.435013443755003	-0.907940808774498	0.363909495334438	0.706398275873259			
6616	CG13405	3742.97905744161	-0.418492989760801	-0.514425852978702	0.460665781257783	-0.908452519781619	0.363639188407066	0.706398275873259			
6617	achi	1639.29272314238	-0.136385837462006	-0.138650578455618	0.149932578274979	-0.90964778323142	0.363008290251299	0.706398275873259			
6618	CG5623	2248.8675499631	-0.390863396226428	-0.46378461353879	0.430549418985268	-0.907824697911859	0.363970847382108	0.706398275873259			
6619	CG4704	1440.18767001393	-0.4396507450965	-0.558808463673319	0.484409158458377	-0.907602049671563	0.364088511015665	0.706398275873259			
6620	Ank	10768.5231951559	0.043124429267715	0.0431939399365712	0.0474065717017375	0.909671965714712	0.362995533040764	0.706398275873259			
6621	CG8197	2862.61754629792	-0.381014136603114	-0.446824341300193	0.419165254441684	-0.908983110040011	0.363359041343119	0.706398275873259			
6622	CG17196	2465.34262671483	-0.401183195506668	-0.481447313716405	0.440836701069396	-0.910049445823055	0.362796433825718	0.706398275873259			
6623	CG14417	90.0093690211308	0.493799016363003	0.709890499714785	0.543968561905339	0.9077712407375	0.363999095898097	0.706398275873259			
6624	CG11634	2416.31002396331	-0.4262254317806	-0.529956723842902	0.469253844269111	-0.908304613773532	0.363717305573114	0.706398275873259			
6625	CG10011	1912.00651757176	-0.108082963137313	-0.109198183455046	0.118933428601909	-0.9087685809436	0.36347229458304	0.706398275873259			
6626	CG42557	2198.3757294325	-0.0948029112906042	-0.0955530040939523	0.104391643764507	-0.908146551504319	0.363800798411222	0.706398275873259			
6627	CG42558	2198.3757294325	-0.0948029112906042	-0.0955530040939523	0.104391643764507	-0.908146551504319	0.363800798411222	0.706398275873259			
6628	fu2	782.96913748799	0.188346044655757	0.194520276064358	0.20736950988396	0.908262959010471	0.36373930760154	0.706398275873259			
6629	Cyp4e1	663.384045464904	-0.31105037551435	-0.342768478231223	0.342738434265326	-0.907544484122707	0.364118936735823	0.706398275873259			
6630	Tango14	1796.70329730013	0.0992220551677815	0.10008479008325	0.109338188187941	0.907478501447533	0.364153813202788	0.706398275873259			
6631	CG5458	3464.98287204775	-0.300574679760406	-0.32867572087491	0.330748457938611	-0.90877122038221	0.363470901048258	0.706398275873259			
6632	CG14835	7395.31699263087	-0.406553369712751	-0.491929717459715	0.447934033919547	-0.907618843237465	0.364079635236568	0.706398275873259			
6633	CG43178	1296.05752629393	-0.420775052557943	-0.518953145227029	0.463214173039348	-0.90838121337492	0.36367684786858	0.706398275873259			
6634	CG43171	1296.05752629393	-0.420775052557943	-0.518953145227029	0.463214173039348	-0.90838121337492	0.36367684786858	0.706398275873259			
6635	Dcr-1	641.141033287025	0.108675284937272	0.109813589341231	0.119822608856968	0.906968108723105	0.36442366207239	0.706486762495228			
6636	scf	14900.3432739018	0.199256335141603	0.206646514099219	0.21964490941424	0.907174838119355	0.364314347469321	0.706486762495228			
6637	HIP	8365.27682253677	-0.140565510527129	-0.143064218827423	0.154956002120357	-0.907131757425889	0.364337126036181	0.706486762495228			
6638	Spt6	2796.53198879979	0.112080388190439	0.113331625707774	0.123595800541634	0.906830067844284	0.364496666897305	0.706486762495228			
6639	Prosbeta3	18888.1589905112	0.111216260356084	0.11243816110351	0.122629251851701	0.906930921266488	0.364443328272912	0.706486762495228			
6640	CG14195	122.62978069388	-0.181158321256182	-0.186652297779165	0.199869106616985	-0.906384805148207	0.364732212505525	0.706811830692224			
6641	CG12362	4131.95759653473	-0.402677246996783	-0.485252940766572	0.444455754097462	-0.906000750995974	0.364935454942001	0.706811830692224			
6642	Dip1	1487.47125694094	-0.185373241466385	-0.191278452120268	0.204607559316185	-0.905994099562681	0.364938975520577	0.706811830692224			
6643	CG10133	1046.4878128996	-0.10580026906543	-0.106851778698224	0.116758082523472	-0.906149422624861	0.36485676914597	0.706811830692224			
6644	CG12990	37.7618002320986	-0.354981869016415	-0.405924553945505	0.391693144626486	-0.906275419639834	0.364790092391258	0.706811830692224			
6645	CG7251	6867.87161022144	-0.398379878251318	-0.477550965460915	0.439852625350369	-0.905712175604237	0.365088216315826	0.70699448449965			
6646	CG7099	555.377493468274	0.105197070739711	0.106231514211848	0.116175056696186	0.90550479363927	0.365198021486268	0.707100727625737			
6647	CG12479	3143.71753674496	-0.402462698855315	-0.485048338341621	0.444551965600252	-0.905322054558671	0.365294795766529	0.707181712020944			
6648	Vha13	29110.1664767625	0.120497622523349	0.122064303946866	0.133136489033492	0.905068350518364	0.365429177950765	0.707335467021559			
6649	CG15452	2805.56127338453	-0.377129723552866	-0.44127549839053	0.416895204151828	-0.904615164187689	0.365669298889972	0.70769381604721			
6650	spartin	942.058549283464	0.166015863874307	0.170220842017876	0.183590658912369	0.904271845080904	0.365851272190346	0.707939538879831			
6651	CG13725	6994.01136584383	-0.408954953733204	-0.497538624604152	0.452454392342802	-0.903858953861938	0.366070196420458	0.70794784850255			
6652	CG15446	1377.79917678503	-0.389712181889735	-0.462661581719082	0.431042666145644	-0.904115096945081	0.365934373961688	0.70794784850255			
6653	Scgdelta	2557.55108701246	-0.255102372605523	-0.271560864476712	0.282240105776394	-0.903848770548681	0.36607559687525	0.70794784850255			
6654	CG16775	113.243973081749	-0.53149178733932	-1.20423896174562	0.587940014535549	-0.903989819028016	0.366000799914101	0.70794784850255			
6655	CG30325	425.946220141202	-0.401528767923543	-0.483790020908355	0.44432257812791	-0.903687518233548	0.366161119463468	0.708006852087565			
6656	CG4438	3154.90371884968	-0.332990281475962	-0.373735956716739	0.368648852996917	-0.903272256970096	0.366381416888443	0.708060274887741			
6657	en	829.782371197821	0.230081746681428	0.24187861581031	0.254793314224359	0.903013281105284	0.366518846255022	0.708060274887741			
6658	CG3337	2299.90040039802	-0.133020333172758	-0.13514916855418	0.147288979697738	-0.903124819288842	0.366459652930252	0.708060274887741			
6659	Obp50b	547.44308215991	-0.404792286436848	-0.489979157819616	0.448249461861828	-0.903051360631917	0.366498636776258	0.708060274887741			
6660	Obp50c	547.44308215991	-0.404792286436848	-0.489979157819616	0.448249461861828	-0.903051360631917	0.366498636776258	0.708060274887741			
6661	CG41106	1476.79228215555	-0.400911400527114	-0.482804955646876	0.443884802102263	-0.903187941169366	0.366426156784077	0.708060274887741			
6662	CG32236	4118.34692266699	-0.390858819575477	-0.464984145309283	0.432966141988653	-0.902746847086532	0.366660266945732	0.708120893696214			
6663	CG15196	1453.67516898661	-0.397824444020649	-0.477326783212351	0.44067283120324	-0.902765988396436	0.366650105782833	0.708120893696214			
6664	Hip1	2070.43661019452	0.122075709744399	0.123715482183487	0.135263320518747	0.902504162076074	0.366789111490114	0.708259670289986			
6665	Glt	28549.4191082362	0.128795126224006	0.13072713269697	0.142724430491226	0.902404204947405	0.36684218820148	0.708259670289986			
6666	Invadolysin	2275.96529937108	-0.12814834689333	-0.130051455167309	0.14204033124678	-0.902196902587383	0.366952279929161	0.708259724458354			
6667	RpIII128	719.968296042828	0.103141516894344	0.104123005492319	0.114319378859561	0.902222509632864	0.366938679722366	0.708259724458354			
6668	CG11563	1623.24353356553	-0.101770385459432	-0.102714062410398	0.112871863062391	-0.901645305554824	0.367245315959592	0.708411548157105			
6669	CG14355	8079.28705711576	-0.403622109982866	-0.488185449100327	0.447593894105469	-0.901759642609777	0.367184562399677	0.708411548157105			
6670	fwe	11658.8057204966	0.104095104154039	0.105106260184172	0.115451567740669	0.901634392595351	0.367251114942052	0.708411548157105			
6671	CG2528	3599.25602811749	-0.414651557167599	-0.509160852258632	0.459839093413781	-0.901731851655509	0.367199328684547	0.708411548157105			
6672	CG9961	3007.83903219139	-0.353519673854231	-0.404355956272914	0.392144253845566	-0.901504154115322	0.367320326114527	0.708438872635091			
6673	Dot	400.284783048333	-0.140639434634735	-0.143176543380987	0.156041846196852	-0.901293070176273	0.367432517340235	0.708549070747502			
6674	CG8368	8270.8110329241	-0.332609448472009	-0.373455444596409	0.369168378285939	-0.900969498027773	0.367604537549347	0.70859109933673			
6675	CG45154	2293.80039510317	-0.410659510242547	-0.501689752921573	0.455811572703133	-0.900941386387322	0.367619484869568	0.70859109933673			
6676	CG31867	1883.06615281565	-0.377569177474689	-0.442731210823533	0.4190466426655	-0.901019454715164	0.367577975871303	0.70859109933673			
6677	axo	700.678659899882	-0.247001193440569	-0.261943589052563	0.274322392276871	-0.900404780632248	0.367904877620893	0.708650084888789			
6678	CG41099	4336.41980406255	0.06361187479802	0.0638404808447498	0.070651113090009	0.900366208200839	0.367925397608927	0.708650084888789			
6679	S-Lap8	33360.8946043909	-0.396054617878875	-0.474694175032637	0.439723469814454	-0.90069019524019	0.36775306323252	0.708650084888789			
6680	Blos3	4253.22267808556	0.122333499670174	0.123991775379186	0.135864841436194	0.900405862009755	0.367904302353622	0.708650084888789			
6681	CG8786	2676.21137250036	-0.149509457322081	-0.152575843647845	0.165999607233945	-0.900661512478016	0.367768318067058	0.708650084888789			
6682	Nep2	11602.3138643588	0.219339564218589	0.229538655525041	0.243725043098879	0.899946765542691	0.368148581179924	0.708761741179599			
6683	ste24b	2328.58542620161	-0.387313815515701	-0.459477048120819	0.4303549438967	-0.899986908500973	0.368127217644143	0.708761741179599			
6684	CG16825	1968.94113673377	-0.366615031449614	-0.425051409180071	0.407301907110986	-0.900106346297355	0.368063659039695	0.708761741179599			
6685	CG43317	1366.91299757392	-0.376427051854	-0.441148552264487	0.418492374524069	-0.899483657933055	0.36839509655371	0.709069205280765			
6686	CG15471	1472.50636473596	-0.39118258277365	-0.466358656427815	0.43491805141629	-0.899439748476252	0.368418475191335	0.709069205280765			
6687	CG14546	2047.22552723702	-0.409770243768526	-0.500507713021492	0.455657637960946	-0.899294140228253	0.368496007751508	0.709112383337605			
6688	CG5590	7333.08400645702	0.0747644386636204	0.0751377001398026	0.0831563843698328	0.899082364272961	0.368608790996609	0.70922337272034			
6689	CG14764	2015.48248513719	0.112976337245907	0.114281658931626	0.125691887731875	0.898835551638043	0.368740260449669	0.709264258255454			
6690	CG4221	2157.85021420471	-0.126701522540006	-0.128553514003061	0.140950395637475	-0.898908598070794	0.368701347836352	0.709264258255454			
6691	CG12229	6378.58257798835	-0.388877282612922	-0.462493172475184	0.432699126531242	-0.898724445622019	0.368799452707242	0.709272109435476			
6692	GstD9	3891.11865641015	-0.191590346786874	-0.198256028136729	0.213215464646304	-0.898576222436289	0.36887842851584	0.70931800014924			
6693	CG4701	4267.19386556141	-0.391884135396658	-0.467869773955952	0.436231598326415	-0.898339636331036	0.369004507370843	0.709454438282453			
6694	ctp	36300.3184090097	-0.111417940728265	-0.112672113389686	0.12410421402829	-0.897777255999276	0.369304312449701	0.709924794806222			
6695	CG14818	11542.8044618516	-0.0831258005323034	-0.0836416387632382	0.092607626908642	-0.897612899791801	0.369391959371363	0.709987233737969			
6696	emb	5083.48370630376	0.113530150649496	0.114859715984957	0.126519537938782	0.89733295346391	0.369541277290506	0.710168170632942			
6697	CG12818	984.191365256522	0.0917039872679146	0.09239960554005	0.102250692071191	0.89685444088796	0.369796593442077	0.71023461537077			
6698	CG34220	411.005129963929	0.438097947806233	0.56038943239783	0.488480690515231	0.896858271601573	0.369794549083485	0.71023461537077			
6699	CG15343	480.06565698785	0.107368797737046	0.1084914589963	0.119693481717684	0.897031285214783	0.36970222325264	0.71023461537077			
6700	CG12099	7342.25332177513	-0.0544696715822898	-0.0546139840308794	0.0607271842875886	-0.896956976044454	0.369741875347451	0.71023461537077			
6701	CG15127	20.8110835553795	-0.517844600959294	-1.34054474318804	0.577658989809005	-0.896453807687669	0.370010440405061	0.710539296928251			
6702	CG8298	2536.68051429719	-0.261620589548465	-0.279848810186251	0.291890177436753	-0.896298024982883	0.37009361366271	0.71059298938372			
6703	CG13053	95430.5386598381	-0.430137619495326	-0.543160904049219	0.480092732957534	-0.895946949343583	0.370281097489988	0.710740616389012			
6704	CG15545	22408.4370376276	-0.514760961088419	-1.37328330035175	0.574610151447112	-0.895843833931636	0.370336175097491	0.710740616389012			
6705	CG32983	797.005406584061	-0.405035622374665	-0.492530132669122	0.45205829076475	-0.895980962299051	0.370262931077207	0.710740616389012			
6706	Ect4	3856.5037044317	0.111402239690373	0.112662502830075	0.124394280517606	0.895557570869226	0.370489105045324	0.710928102271256			
6707	Psn	10595.6725469217	0.142250964448582	0.144916435919287	0.158930894798047	0.895049163533249	0.370760807500925	0.711343409740147			
6708	Ubi-p63E	92474.9396564292	-0.131225506997809	-0.133307608492275	0.146673129364766	-0.894679942850745	0.370958203504758	0.711350343629071			
6709	Pur-alpha	9406.08380606162	-0.100914534036591	-0.101849065564308	0.112786582678174	-0.894738821234983	0.370926721054982	0.711350343629071			
6710	Ptp61F	5778.84558720151	0.0704527987440137	0.0707679412993301	0.0787550315395064	0.894581557099269	0.371010814364078	0.711350343629071			
6711	rst	3279.40978558917	-0.187531331413884	-0.193823704813003	0.209643355152621	-0.894525520626976	0.371040781412739	0.711350343629071			
6712	Tctp	143538.986769981	0.116409787773885	0.117854068287758	0.1301310405189	0.894558187729069	0.371023311596557	0.711350343629071			
6713	CG15296	3220.28893484441	-0.400692103123593	-0.484910044221115	0.448061471702638	-0.894279308597902	0.371172467883891	0.711477044674764			
6714	CG13972	37.4435251711357	0.401026685033041	0.485484243883552	0.448477761783295	0.894195251596037	0.371217432400236	0.711477044674764			
6715	CG10417	9226.5246565551	0.0963057260947006	0.0971184043399678	0.107743330578794	0.893843967671591	0.371405380885957	0.71162531665956			
6716	GstO1	4141.0838096097	-0.147292089836031	-0.150267242903165	0.164784709785327	-0.893845612423116	0.371404500752108	0.71162531665956			
6717	Rcd7	10967.6065919919	-0.387147320026829	-0.461013260126012	0.433856277003944	-0.892340022599949	0.372210708327763	0.711714224783997			
6718	CG11666	1101.3567282201	-0.437393738471605	-0.56045052194095	0.489563901982759	-0.893435436518373	0.371624032762719	0.711714224783997			
6719	asun	552.823788764479	0.0870366071078146	0.0876359870622957	0.0975017280971493	0.89266732812256	0.372035351783719	0.711714224783997			
6720	CG14200	1499.565846334	-0.133348838527211	-0.135545476936304	0.149360350170743	-0.892799450287656	0.371964580792879	0.711714224783997			
6721	CG3032	335.05957980357	0.170929113837407	0.175652593857614	0.191376624019536	0.893155654266108	0.371773822387938	0.711714224783997			
6722	CG12784	6614.7489835829	-0.369900834765043	-0.431746777242672	0.414359290395555	-0.892705541637378	0.372014881927905	0.711714224783997			
6723	CG8927	23853.234281137	-0.211942034193546	-0.221239396744588	0.237335338114446	-0.893006645691107	0.371853613772167	0.711714224783997			
6724	CG6388	1354.82267334892	0.0858292717014077	0.0864036213984524	0.096122010593617	0.892920062443089	0.371899982405617	0.711714224783997			
6725	CG42726	303.880462954133	0.100670677185714	0.101603548598165	0.11282010379526	0.892311510086938	0.372225986559525	0.711714224783997			
6726	CG42727	303.880462954133	0.100670677185714	0.101603548598165	0.11282010379526	0.892311510086938	0.372225986559525	0.711714224783997			
6727	CG10970	1462.29518071814	-0.443041638844745	-0.574052717738369	0.496333747879484	-0.892628479803314	0.372056162401368	0.711714224783997			
6728	Cht7	11571.3798009641	-0.290118377620467	-0.316118639131189	0.324977156916971	-0.892734678254911	0.37199927476815	0.711714224783997			
6729	CG32986	1485.71082240621	-0.426972863465609	-0.537803490555309	0.478382195232019	-0.892535022668483	0.372106229317641	0.711714224783997			
6730	CG15578	3721.50437809458	-0.385206162712108	-0.457517739207428	0.431462354878251	-0.892792055568334	0.371968541539941	0.711714224783997			
6731	CG17666	9293.68225847343	-0.404111540773533	-0.492161602371658	0.453310188220332	-0.891468030665822	0.372678134968649	0.712472905087123			
6732	Spf45	5441.60177566067	0.0945657828838887	0.0953393582670819	0.106108677006422	0.891216303433553	0.372813139630097	0.712625145854648			
6733	CG17230	4241.20989998885	-0.319133325244384	-0.35544447722637	0.358228084380201	-0.890866292062338	0.373000905721272	0.712666516721017			
6734	CG32081	12771.7662195957	-0.405806261822176	-0.495560443308877	0.455487473099792	-0.89092738173563	0.372968129512857	0.712666516721017			
6735	CG14932	1244.91885780166	-0.2990425179879	-0.328016150099563	0.335663466722312	-0.890899807798539	0.372982923430836	0.712666516721017			
6736	CG7557	5852.74084776028	-0.399681012927853	-0.484121132800071	0.44881550077046	-0.890524084488482	0.373184542023131	0.712911541611652			
6737	CG5144	4815.06657132966	-0.369573298237096	-0.431662325941764	0.415070342352836	-0.890387147735397	0.373258041053067	0.712946124718458			
6738	CG13040	148.285494843393	-0.449555647659669	-0.592112816738682	0.505613653699204	-0.889128773265122	0.373933876810106	0.713099831604735			
6739	Prosbeta5R1	5176.83844132455	-0.394443039263255	-0.475277858219579	0.444362791538111	-0.887659918369709	0.37472371236471	0.713099831604735			
6740	CG7786	16.0102917994793	0.513447575304437	1.32830192341768	0.577691114171705	0.88879257912876	0.374114564827701	0.713099831604735			
6741	Syx8	1726.92582399984	0.0711010787649951	0.0714318357437924	0.0802927384867021	0.885523150723907	0.375874539087362	0.713099831604735			
6742	CG3085	9797.41468919271	-0.382687594641806	-0.454545718945124	0.4315025454122	-0.886872160339721	0.37514773172011	0.713099831604735			
6743	gish	17048.1715674027	-0.134336787240264	-0.136607476928467	0.151232669463622	-0.888278886544268	0.374390753926767	0.713099831604735			
6744	Hsp60B	13945.1391811986	-0.402271002055054	-0.490575672095455	0.454394308990211	-0.885290581541415	0.375999928441259	0.713099831604735			
6745	CG3982	36589.8421360527	-0.391279557204545	-0.469821199123827	0.441323201370222	-0.886605453757471	0.375291356600302	0.713099831604735			
6746	bl	10733.7855887957	-0.0875033345186854	-0.0881204900839165	0.0986465871733932	-0.887038639916441	0.375058097573696	0.713099831604735			
6747	CG8027	658.233809588197	-0.113098526849572	-0.114438063576444	0.127246582948186	-0.888813862260062	0.374103124577389	0.713099831604735			
6748	Trim9	1046.98414468106	0.150791440847445	0.15403089014482	0.16972651293599	0.888437747520998	0.374305328152901	0.713099831604735			
6749	r2d2	3607.74987872078	-0.0905049600379824	-0.0911895333954576	0.102106705800237	-0.886376260292326	0.375414807326702	0.713099831604735			
6750	CG15734	3076.5958088591	-0.341636060809089	-0.388336690077875	0.384726521959504	-0.887997165022715	0.374542276277103	0.713099831604735			
6751	Cyp6a23	492.285192849098	0.382008592625315	0.453665431281899	0.431313662470864	0.885686278605005	0.375786604322462	0.713099831604735			
6752	mbf1	14981.8950749725	-0.0788482610150134	-0.0792959808754318	0.0886329543309219	-0.889604341976731	0.373678373955059	0.713099831604735			
6753	CG5780	1211.10991768244	-0.122010901816306	-0.123711957348524	0.137753968752581	-0.885716055378769	0.375770554399423	0.713099831604735			
6754	ms(2)35Ci	3289.5112950508	-0.404667503021588	-0.493998621189421	0.455209897699621	-0.888969033991909	0.374019722176643	0.713099831604735			
6755	CG34149	270.618180315137	0.147045492225142	0.150059463068744	0.165906301520135	0.886316498395909	0.375447001064955	0.713099831604735			
6756	nmo	6993.62234239764	-0.101642173374555	-0.102619100701191	0.114865095829434	-0.88488302421726	0.376219724677246	0.713099831604735			
6757	CG45493	2359.49188880938	-0.40247444470148	-0.490854352747443	0.454445223485476	-0.885639069137104	0.375812051476853	0.713099831604735			
6758	CG45494	2359.49188880938	-0.40247444470148	-0.490854352747443	0.454445223485476	-0.885639069137104	0.375812051476853	0.713099831604735			
6759	Osi10	45.9984136358056	0.414257642967514	0.514118765130801	0.467891172322339	0.885371786159976	0.375956144149426	0.713099831604735			
6760	Arl2	4663.98402633146	-0.046421063453967	-0.0465117566608311	0.0521852437614279	-0.889543865430377	0.373710859435396	0.713099831604735			
6761	CG12426	1724.7969968292	-0.369101096903856	-0.43195924860269	0.417078932791191	-0.884967011960407	0.376174423483835	0.713099831604735			
6762	CkIIalpha-i3	2018.69024876845	0.102078943770091	0.103068102522435	0.115320308812345	0.885177509680442	0.376060900307212	0.713099831604735			
6763	CG43188	264.132474578045	-0.400123343236828	-0.48647091807162	0.451918409831651	-0.885388456261125	0.375947156274556	0.713099831604735			
6764	p120ctn	13385.0597070781	0.0890007936664463	0.08964888358059	0.100200794875351	0.888224427532361	0.3744200414468	0.713099831604735			
6765	isopeptidase-T-3	3863.54267640392	-0.301440656020431	-0.331645128456492	0.340322282852698	-0.885750569999861	0.375751951267849	0.713099831604735			
6766	CG17565	2633.27539682757	0.0746202456254355	0.0750022983539812	0.0842059970676709	0.886163078924985	0.375529655953959	0.713099831604735			
6767	D1	16875.3244417427	-0.119052013167217	-0.120615689977698	0.133808383883879	-0.88972013345989	0.37361618047244	0.713099831604735			
6768	CG43784	2359.49188880938	-0.40247444470148	-0.490854352747443	0.454445223485476	-0.885639069137104	0.375812051476853	0.713099831604735			
6769	Thiolase	12137.6224939514	-0.0939305574476899	-0.0946906071615221	0.105551637453123	-0.889901471110816	0.373518793954331	0.713099831604735			
6770	CG3259	305.955959195085	-0.244699251058007	-0.259735186087368	0.276223930046479	-0.885872744685203	0.37568610456418	0.713099831604735			
6771	CG13171	983.555675377936	-0.390868234993017	-0.46840978241268	0.439601329717297	-0.889142522030998	0.373926488665664	0.713099831604735			
6772	gskt	6177.06795011759	-0.38798393264829	-0.46359249429405	0.43697222206246	-0.887891525042597	0.374599103925029	0.713099831604735			
6773	Menl-2	3547.25619210142	-0.42507325085462	-0.5354515980196	0.478433795303307	-0.888468279263469	0.374288911419434	0.713099831604735			
6774	lt	4142.89721824313	-0.0739423992132343	-0.0743126869863471	0.0832943868038489	-0.887723675634498	0.374689407285707	0.713099831604735			
6775	CG43070	805.240863984613	-0.355752441101743	-0.4099107719498	0.400527340171548	-0.888210130547823	0.374427730459006	0.713099831604735			
6776	CG5846	1321.66981955306	0.104753754180559	0.105818671084163	0.118064927673775	0.887255480899491	0.374941368226706	0.713099831604735			
6777	Gbp	9850.8193176909	0.208877760756114	0.217917620437436	0.235858170357352	0.885607483682417	0.375829077468101	0.713099831604735			
6778	CG11714	7217.59647649433	-0.457522759273011	-0.614498662898074	0.515735104375861	-0.887127433038908	0.37501029594616	0.713099831604735			
6779	CG31798	2846.05130258558	-0.375494155108882	-0.44265542523778	0.42432632837817	-0.884918351741382	0.376200669355604	0.713099831604735			
6780	Tim17b2	7660.79294118195	-0.363655936653337	-0.422765243020919	0.410188924995027	-0.886557180103644	0.37531735620604	0.713099831604735			
6781	CG45488	2359.49188880938	-0.40247444470148	-0.490854352747443	0.454445223485476	-0.885639069137104	0.375812051476853	0.713099831604735			
6782	Nsun2	1326.2368958621	0.0835819441014581	0.0841163362546609	0.0939806297378119	0.88935288404255	0.373813458151468	0.713099831604735			
6783	CG14488	7429.02213145838	-0.381093041375105	-0.451405884937172	0.428911264527968	-0.888512550013139	0.374265108095798	0.713099831604735			
6784	CG4714	2941.56399719961	-0.390440630984519	-0.467964050759116	0.439721984096333	-0.887926110373827	0.374580498610777	0.713099831604735			
6785	CG1138	2306.70558531933	-0.392099895926069	-0.471464625520958	0.442545008746835	-0.886011339358198	0.375611416847154	0.713099831604735			
6786	Evi5	3127.08947783708	0.104611824820708	0.105667463522556	0.11762947905306	0.889333402331232	0.373823925064882	0.713099831604735			
6787	ppk19	191.886880219297	-0.371337827244732	-0.435532469654136	0.419276997558097	-0.885662293441885	0.375799532828098	0.713099831604735			
6788	Sytbeta	211.849399895825	-0.216510979522423	-0.226654166084686	0.244566385977088	-0.885285108406954	0.376002879585116	0.713099831604735			
