"","X","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"287","FBgn0052672",8.495549298,8.301253566,120.3563213,3.33e-14,1.49e-12,22.32170645
"288","FBgn0036318",6.584306488,6.549085741,120.1471323,3.38e-14,1.51e-12,22.01726842
"289","FBgn0030703",7.476402876,7.409250268,120.0579056,3.4e-14,1.51e-12,22.17059285
"290","FBgn0031374",7.748340438,7.630466525,119.9970926,3.41e-14,1.51e-12,22.21573662
"291","FBgn0005585",10.23306682,10.135394,119.8181314,3.45e-14,1.52e-12,22.34324701
"292","FBgn0037671",7.306935369,7.199768097,119.7778181,3.46e-14,1.52e-12,22.13086974
"293","FBgn0035236",7.114167634,6.986157629,119.7725209,3.46e-14,1.52e-12,22.0998151
"294","FBgn0039923",7.2915805,7.227909753,119.5680784,3.51e-14,1.53e-12,22.12027354
"295","FBgn0031285",8.327767324,8.406553923,119.2681915,3.58e-14,1.54e-12,22.26357789
"296","FBgn0035001",8.017089628,7.9439224,119.4260264,3.54e-14,1.54e-12,22.2341275
"297","FBgn0039492",7.593767283,7.280308833,119.3522113,3.56e-14,1.54e-12,22.16365649
"298","FBgn0264357",7.539621886,7.427637697,119.3068024,3.57e-14,1.54e-12,22.15250444
"299","FBgn0034974",7.343582338,7.737027398,119.2926822,3.57e-14,1.54e-12,22.11810913
"300","FBgn0004177",8.800536018,8.804890123,119.1746286,3.6e-14,1.54e-12,22.29158792
"301","FBgn0039026",8.334092824,8.314919514,119.0051077,3.64e-14,1.55e-12,22.25346617
"302","FBgn0263929",7.572061589,7.514211749,118.9888632,3.65e-14,1.55e-12,22.14558436
"303","FBgn0024187",6.424640638,6.392625089,119.0151434,3.64e-14,1.55e-12,21.93364595
"304","FBgn0029715",6.240647733,6.256292227,118.9338916,3.66e-14,1.55e-12,21.87351203
"305","FBgn0038881",8.212661581,8.189694576,118.7598093,3.7e-14,1.55e-12,22.23114202
"306","FBgn0034277",7.641972429,7.590770981,118.727256,3.71e-14,1.55e-12,22.14734078
"307","FBgn0041188",7.571768547,7.493232306,118.7135626,3.71e-14,1.55e-12,22.13458922
"308","FBgn0262579",7.503282266,7.428097133,118.6715859,3.72e-14,1.55e-12,22.12107545
"309","FBgn0039924",6.610253361,6.529750195,118.8395138,3.68e-14,1.55e-12,21.97429136
"310","FBgn0038984",7.671343974,7.597603013,118.61384,3.74e-14,1.55e-12,22.14787939
"311","FBgn0262739",8.434229291,8.395877256,118.4747087,3.77e-14,1.55e-12,22.24074769
"312","FBgn0036258",7.951069915,7.886839158,118.4197564,3.79e-14,1.55e-12,22.1847006
"313","FBgn0000382",7.064570575,6.987533484,118.5345262,3.76e-14,1.55e-12,22.04441879
"314","FBgn0030276",7.018001704,6.901156791,118.4652846,3.78e-14,1.55e-12,22.03452332
"315","FBgn0250791",7.404458989,7.285215829,118.1794383,3.85e-14,1.57e-12,22.08451758
"316","FBgn0001122",7.299984967,7.265713581,118.0569252,3.88e-14,1.58e-12,22.06261369
"317","FBgn0039406",6.779938599,6.779216735,117.8602173,3.93e-14,1.59e-12,21.97145212
"318","FBgn0016081",7.582834241,7.531676766,117.4792089,4.03e-14,1.63e-12,22.08724181
"319","FBgn0004828",9.760237984,9.709945947,117.2376601,4.1e-14,1.63e-12,22.22888454
"320","FBgn0261797",8.352631303,8.343876855,117.3023739,4.08e-14,1.63e-12,22.18483712
"321","FBgn0030809",8.108137286,7.908422638,117.3425176,4.07e-14,1.63e-12,22.16122581
"322","FBgn0028582",7.692949266,7.685186365,117.1871943,4.11e-14,1.63e-12,22.09393213
"323","FBgn0037758",7.298747217,7.305748617,117.3802704,4.06e-14,1.63e-12,22.03547961
"324","FBgn0032378",6.467791194,6.485795849,117.1834423,4.12e-14,1.63e-12,21.87629335
"325","FBgn0024814",7.36755244,7.267067125,117.1366711,4.13e-14,1.63e-12,22.03684226
"326","FBgn0034398",9.223150401,9.106402699,116.7425831,4.24e-14,1.67e-12,22.20118264
"327","FBgn0035438",7.669359036,7.522811,116.6983236,4.25e-14,1.67e-12,22.06988415
"328","FBgn0260049",7.396698976,7.414715291,116.5780378,4.29e-14,1.67e-12,22.01887511
"329","FBgn0038738",7.344288471,7.316393255,116.6014639,4.28e-14,1.67e-12,22.01162504
"330","FBgn0032949",8.653967807,8.580033442,116.5323732,4.3e-14,1.67e-12,22.17391751
"331","FBgn0020279",9.152070845,9.12116988,116.3350557,4.36e-14,1.68e-12,22.18251689
"332","FBgn0011760",8.804446115,8.867074692,116.0547188,4.44e-14,1.68e-12,22.16060794
"333","FBgn0003391",8.576437592,8.518542712,116.0815246,4.43e-14,1.68e-12,22.15009645
"334","FBgn0033460",7.551656598,7.465362296,116.3612396,4.35e-14,1.68e-12,22.03618711
"335","FBgn0037239",7.266041016,7.256330097,116.273218,4.38e-14,1.68e-12,21.98575658
"336","FBgn0250786",7.100402725,7.080505299,116.160064,4.41e-14,1.68e-12,21.95605533
"337","FBgn0023175",7.003465132,6.950619248,116.1383726,4.42e-14,1.68e-12,21.94035497
"338","FBgn0033028",6.929366405,6.851842233,116.1081229,4.43e-14,1.68e-12,21.92789348
"339","FBgn0014455",6.710576916,6.834194791,116.1990465,4.4e-14,1.68e-12,21.8936336
"340","FBgn0264693",7.853348932,7.839630037,115.8552472,4.5e-14,1.7e-12,22.06409233
"341","FBgn0035498",7.114355256,7.043046109,115.525985,4.61e-14,1.74e-12,21.93229933
"342","FBgn0032821",7.653631346,7.577523046,115.4172183,4.64e-14,1.74e-12,22.01394294
"343","FBgn0002921",9.696971963,9.890296148,115.1546843,4.73e-14,1.75e-12,22.13813738
"344","FBgn0265274",8.758579228,8.732715879,115.2383045,4.7e-14,1.75e-12,22.12325843
"345","FBgn0010415",8.698533271,8.644219533,115.2771338,4.69e-14,1.75e-12,22.12199525
"346","FBgn0262511",7.186914784,7.066674584,115.2416459,4.7e-14,1.75e-12,21.9314591
"347","FBgn0263740",7.186666023,7.161876451,115.1713843,4.72e-14,1.75e-12,21.92845231
"348","FBgn0023169",6.641235631,6.662551419,115.1226086,4.74e-14,1.75e-12,21.83621102
"349","FBgn0029688",7.473703823,7.378723195,114.9206911,4.8e-14,1.75e-12,21.96314749
"350","FBgn0037655",7.101229001,7.138376143,114.9779177,4.78e-14,1.75e-12,21.90786641
"351","FBgn0026206",6.992704254,7.074631699,114.9132802,4.8e-14,1.75e-12,21.88896413
"352","FBgn0040395",6.893802546,6.783467838,114.9666018,4.79e-14,1.75e-12,21.87604195
"353","FBgn0263598",8.378894519,8.182030065,114.6185169,4.9e-14,1.77e-12,22.07220707
"354","FBgn0263197",7.763126438,7.782724919,114.6041978,4.91e-14,1.77e-12,21.99738486
"355","FBgn0264561",7.235586119,7.240431127,114.7237942,4.87e-14,1.77e-12,21.9172448
"356","FBgn0265935",7.156111657,7.283272347,114.6181309,4.9e-14,1.77e-12,21.90113624
"357","FBgn0037533",7.631226167,7.600313559,114.4358414,4.97e-14,1.78e-12,21.9687163
"358","FBgn0261279",6.961511863,6.824181588,114.4879577,4.95e-14,1.78e-12,21.86666061
"359","FBgn0027605",6.338331866,6.27817371,114.4572783,4.96e-14,1.78e-12,21.733657
"360","FBgn0039907",7.196449601,7.190119772,114.3612257,4.99e-14,1.78e-12,21.89636576
"361","FBgn0001108",6.706523648,6.591428821,114.3338287,5e-14,1.78e-12,21.81743539
"362","FBgn0028691",7.304732304,7.168345828,114.2072734,5.04e-14,1.79e-12,21.90624563
"363","FBgn0028539",7.738687757,7.631077503,114.0178616,5.11e-14,1.79e-12,21.96831114
"364","FBgn0032467",7.706089264,7.610906927,114.0330055,5.11e-14,1.79e-12,21.96366596
"365","FBgn0037270",7.546904213,7.517468505,114.06716,5.09e-14,1.79e-12,21.93925177
"366","FBgn0040529",6.709195074,6.80777766,114.0499694,5.1e-14,1.79e-12,21.80633593
"367","FBgn0034258",8.799512777,8.731094372,113.7704778,5.2e-14,1.8e-12,22.06015398
"368","FBgn0019890",8.046057183,7.877576892,113.8093184,5.19e-14,1.8e-12,22.00246186
"369","FBgn0052264",7.670678769,7.616093392,113.8657274,5.17e-14,1.8e-12,21.9506529
"370","FBgn0038065",7.425609951,7.356108204,113.8103721,5.19e-14,1.8e-12,21.90836233
"371","FBgn0034368",7.194568028,7.183631856,113.7645702,5.2e-14,1.8e-12,21.87095554
"372","FBgn0052549",6.557598985,6.405469342,113.6839045,5.23e-14,1.81e-12,21.76021142
"373","FBgn0250788",9.53164405,9.626293024,113.5273066,5.29e-14,1.82e-12,22.0638942
"374","FBgn0051992",8.782887392,8.777528212,113.4523417,5.32e-14,1.83e-12,22.04526958
"375","FBgn0039213",7.361642911,7.291957819,113.3360506,5.36e-14,1.84e-12,21.87794166
"376","FBgn0261671",8.042786784,7.983409131,113.1356602,5.44e-14,1.84e-12,21.97240896
"377","FBgn0020443",7.810224489,7.745851991,113.2323751,5.4e-14,1.84e-12,21.94478907
"378","FBgn0013954",7.689335812,7.693284175,113.1576826,5.43e-14,1.84e-12,21.92303039
"379","FBgn0260970",7.454976366,7.491518312,113.1555581,5.43e-14,1.84e-12,21.88500878
"380","FBgn0058196",6.61320777,6.589970713,113.12606,5.44e-14,1.84e-12,21.74877852
"381","FBgn0087035",8.779748652,8.743752875,112.956803,5.5e-14,1.85e-12,22.02277065
"382","FBgn0085442",7.694040506,7.704917166,112.9217734,5.52e-14,1.85e-12,21.91335326
"383","FBgn0013726",7.603018362,7.505382454,112.9441897,5.51e-14,1.85e-12,21.89981684
"384","FBgn0023423",7.12318436,7.10394116,112.9310968,5.51e-14,1.85e-12,21.82521083
"385","FBgn0035471",6.045443224,6.098309515,112.8577955,5.54e-14,1.85e-12,21.57079956
"386","FBgn0020238",10.14481813,10.11292147,112.701327,5.6e-14,1.85e-12,22.03379257
"387","FBgn0039936",7.893646259,7.863661289,112.6348363,5.63e-14,1.85e-12,21.93068679
"388","FBgn0034644",7.511784539,7.483957193,112.6346341,5.63e-14,1.85e-12,21.87158868
"389","FBgn0014029",7.193167564,7.081087408,112.6837482,5.61e-14,1.85e-12,21.82463626
"390","FBgn0013749",6.237924631,6.102622438,112.7683544,5.58e-14,1.85e-12,21.6352935
"391","FBgn0036290",6.163634932,6.147379818,112.6482217,5.62e-14,1.85e-12,21.60519107
"392","FBgn0002787",7.479485844,7.33651434,112.5701605,5.66e-14,1.85e-12,21.86346086
"393","FBgn0002526",9.472170093,9.560734193,112.3295237,5.75e-14,1.86e-12,22.0087284
"394","FBgn0261822",9.021698905,8.849419309,111.9769252,5.9e-14,1.86e-12,21.98547625
"395","FBgn0001215",8.751433959,8.780287534,111.8081817,5.97e-14,1.86e-12,21.96896411
"396","FBgn0000635",8.447430517,8.339562536,111.7748285,5.98e-14,1.86e-12,21.95034452
"397","FBgn0002431",8.085299299,8.064856216,112.3967162,5.72e-14,1.86e-12,21.94465937
"398","FBgn0019968",7.753947362,7.689711342,111.8189867,5.96e-14,1.86e-12,21.87399166
"399","FBgn0264895",7.585609453,7.554745051,112.3723414,5.73e-14,1.86e-12,21.87186248
"400","FBgn0014075",7.210215337,7.168500554,111.752644,5.99e-14,1.86e-12,21.78660955
"401","FBgn0025352",7.204803084,7.255678297,111.8440915,5.95e-14,1.86e-12,21.78985414
"402","FBgn0025394",7.17188567,7.073337257,112.2320671,5.79e-14,1.86e-12,21.80212951
"403","FBgn0001961",7.082729174,6.95985248,111.8607257,5.95e-14,1.86e-12,21.77313273
"404","FBgn0026753",6.911048653,6.840208306,111.9197525,5.92e-14,1.86e-12,21.75089129
"405","FBgn0016926",6.87408301,6.898031164,111.8683034,5.94e-14,1.86e-12,21.74290683
"406","FBgn0045866",6.782018537,6.677290006,112.3198124,5.76e-14,1.86e-12,21.7469279
"407","FBgn0025681",6.564355242,6.537310378,111.9408436,5.91e-14,1.86e-12,21.68911046
"408","FBgn0027508",6.513418933,6.350279362,111.8040419,5.97e-14,1.86e-12,21.67140152
"409","FBgn0031670",6.421265945,6.390213255,111.9196029,5.92e-14,1.86e-12,21.65350282
"410","FBgn0267350",6.373344855,6.40348899,111.8142083,5.96e-14,1.86e-12,21.63651184
"411","FBgn0027080",6.369256014,6.264938865,112.1375308,5.83e-14,1.86e-12,21.6484624
"412","FBgn0032398",6.060422711,5.995988261,112.0812953,5.85e-14,1.86e-12,21.54504341
"413","FBgn0037899",5.987102072,5.96590326,112.2105569,5.8e-14,1.86e-12,21.52093539
"414","FBgn0033413",5.943603212,5.935875612,111.901162,5.93e-14,1.86e-12,21.49071413
"415","FBgn0259111",7.432491989,7.194105539,111.5531475,6.08e-14,1.88e-12,21.81117825
"416","FBgn0051999",6.347989359,6.385489955,111.4256343,6.13e-14,1.89e-12,21.61290702
"417","FBgn0029996",7.364627705,7.214961185,111.3671916,6.16e-14,1.9e-12,21.7926739
"418","FBgn0014868",7.087000239,7.0926754,111.224636,6.22e-14,1.91e-12,21.74600758
"419","FBgn0261862",7.848676403,7.673147276,111.0494181,6.3e-14,1.93e-12,21.85281703
"420","FBgn0262518",7.000672737,6.90195679,111.0493929,6.3e-14,1.93e-12,21.72601066
"421","FBgn0024807",8.666729267,8.676819892,111.0002407,6.32e-14,1.93e-12,21.92749416
"422","FBgn0001114",9.732136823,9.659329231,110.6564171,6.48e-14,1.95e-12,21.93341005
"423","FBgn0015509",8.149693123,8.037673901,110.7858845,6.42e-14,1.95e-12,21.87805671
"424","FBgn0035165",7.525782231,7.480628514,110.6704014,6.47e-14,1.95e-12,21.78637555
"425","FBgn0036623",6.847931696,6.917077253,110.7108155,6.45e-14,1.95e-12,21.68827588
"426","FBgn0035631",6.573967187,6.475669273,110.7056415,6.45e-14,1.95e-12,21.63819574
"427","FBgn0035879",6.257416112,6.119672259,110.7181696,6.45e-14,1.95e-12,21.55653969
"428","FBgn0001308",7.853451786,7.840772624,110.5443937,6.53e-14,1.96e-12,21.83026248
"429","FBgn0015477",7.151725255,7.034785988,110.5040727,6.55e-14,1.96e-12,21.72329805
"430","FBgn0033466",6.849741131,6.805491414,110.5097923,6.55e-14,1.96e-12,21.67977153
"431","FBgn0262515",7.174185586,7.043057875,110.2644862,6.66e-14,1.97e-12,21.71567882
"432","FBgn0000562",6.595279263,6.577293249,110.3233795,6.63e-14,1.97e-12,21.62587049
"433","FBgn0034971",6.480620115,6.50923981,110.2673332,6.66e-14,1.97e-12,21.59765811
"434","FBgn0039240",6.381831622,6.293814051,110.3610653,6.62e-14,1.97e-12,21.57736494
"435","FBgn0083962",6.346136196,6.310410309,110.3546651,6.62e-14,1.97e-12,21.56676146
"436","FBgn0267348",9.021484775,9.111452026,110.2100154,6.69e-14,1.97e-12,21.90272803
"437","FBgn0032689",7.47434873,7.383590779,110.1830002,6.7e-14,1.97e-12,21.75637439
"438","FBgn0035793",7.173619468,7.150280567,110.1167301,6.73e-14,1.97e-12,21.70900882
"439","FBgn0011640",7.096527953,7.088549483,110.1406,6.72e-14,1.97e-12,21.69935076
"440","FBgn0086372",7.076268956,7.05075666,110.0093043,6.78e-14,1.98e-12,21.69056855
"441","FBgn0266756",8.144327546,8.20308969,109.9775988,6.8e-14,1.98e-12,21.83983934
"442","FBgn0038826",10.05226754,10.12930068,109.9066706,6.84e-14,1.98e-12,21.9015365
"443","FBgn0015808",6.940781205,6.993530817,109.8888343,6.84e-14,1.98e-12,21.66616587
"444","FBgn0261553",7.021868023,6.917296566,109.8268184,6.87e-14,1.99e-12,21.67469098
"445","FBgn0051363",10.12760096,10.05389836,109.5343828,7.02e-14,1.99e-12,21.8846304
"446","FBgn0032147",8.073388869,8.014255159,109.6494922,6.96e-14,1.99e-12,21.8166611
"447","FBgn0020370",7.771574325,7.621527247,109.6699882,6.95e-14,1.99e-12,21.77836898
"448","FBgn0259984",7.68910342,7.60767472,109.5227343,7.03e-14,1.99e-12,21.75916046
"449","FBgn0003392",7.530327369,7.597950692,109.4341339,7.07e-14,1.99e-12,21.73079276
"450","FBgn0040284",7.415132575,7.387977952,109.6101429,6.98e-14,1.99e-12,21.72107172
"451","FBgn0035207",7.273868594,7.265043159,109.685435,6.94e-14,1.99e-12,21.70372033
"452","FBgn0262975",7.266716793,7.200341681,109.4631572,7.06e-14,1.99e-12,21.69243874
"453","FBgn0016754",6.855061076,6.748938711,109.552524,7.01e-14,1.99e-12,21.63816303
"454","FBgn0033246",6.805646373,6.906636988,109.4211426,7.08e-14,1.99e-12,21.62447372
"455","FBgn0264294",6.765750098,6.767982017,109.4115448,7.08e-14,1.99e-12,21.61770288
"456","FBgn0015614",6.623047394,6.667994788,109.4211718,7.08e-14,1.99e-12,21.59169622
"457","FBgn0036376",6.320025308,6.313809653,109.3998111,7.09e-14,1.99e-12,21.51837999
"458","FBgn0259212",7.773188031,7.726160727,109.2636744,7.16e-14,2e-12,21.75966432
"459","FBgn0005536",7.601915965,7.708967297,109.2908838,7.15e-14,2e-12,21.73510237
"460","FBgn0263873",7.52411395,7.542811616,109.288197,7.15e-14,2e-12,21.72286241
"461","FBgn0028688",7.038124687,6.920082709,109.2906147,7.15e-14,2e-12,21.65283355
"462","FBgn0013674",12.6616025,12.87702945,109.1616132,7.21e-14,2.01e-12,21.88441442
"463","FBgn0004687",7.929749364,7.767557623,109.0223126,7.29e-14,2.02e-12,21.76976138
"464","FBgn0029687",8.186023009,8.166195181,108.9194554,7.34e-14,2.03e-12,21.79380535
"465","FBgn0264959",8.063442354,8.078409071,108.8344841,7.39e-14,2.04e-12,21.77690342
"466","FBgn0260003",8.497444959,8.455320102,108.7836159,7.41e-14,2.04e-12,21.81259219
"467","FBgn0005649",8.012601852,7.907611452,108.7170717,7.45e-14,2.04e-12,21.76530481
"468","FBgn0053303",6.965713274,6.910168069,108.7025478,7.46e-14,2.04e-12,21.61603874
"469","FBgn0266672",6.583796924,6.449689586,108.7236934,7.45e-14,2.04e-12,21.5531155
"470","FBgn0003943",10.97994546,11.0360383,108.4908904,7.57e-14,2.06e-12,21.84644918
"471","FBgn0003134",6.525696942,6.500326777,108.4856978,7.58e-14,2.06e-12,21.5297826
"472","FBgn0013750",6.402461611,6.26755693,108.5016612,7.57e-14,2.06e-12,21.50168931
"473","FBgn0005630",8.885619483,8.822382788,108.413708,7.62e-14,2.07e-12,21.81249374
"474","FBgn0004237",7.896725357,7.910401128,108.0781679,7.81e-14,2.08e-12,21.72050847
"475","FBgn0040227",7.69883848,7.656253776,108.1884665,7.74e-14,2.08e-12,21.69793609
"476","FBgn0052473",7.386930059,7.356449298,108.0513578,7.82e-14,2.08e-12,21.6444826
"477","FBgn0039136",7.185241609,7.076682276,108.1702116,7.75e-14,2.08e-12,21.62165625
"478","FBgn0086134",7.169405364,7.070373518,108.3051957,7.68e-14,2.08e-12,21.62575747
"479","FBgn0034180",7.161264255,7.14993004,108.2865567,7.69e-14,2.08e-12,21.62385731
"480","FBgn0267398",7.009028586,6.910422359,108.1207153,7.78e-14,2.08e-12,21.59532311
"481","FBgn0000024",6.38129421,6.486624532,108.2443928,7.71e-14,2.08e-12,21.48457934
"482","FBgn0034315",6.32386543,6.249037171,108.0633261,7.81e-14,2.08e-12,21.46063463
"483","FBgn0035830",6.298151472,6.297249794,108.1168559,7.78e-14,2.08e-12,21.45580653
"484","FBgn0266464",6.025558183,5.931253571,108.226863,7.72e-14,2.08e-12,21.37094667
"485","FBgn0029093",9.9135469,9.897036855,107.8149845,7.96e-14,2.11e-12,21.79778224
"486","FBgn0004449",8.9330413,8.91051248,107.6515711,8.05e-14,2.11e-12,21.77648127
"487","FBgn0040007",8.698428166,8.606178041,107.6481961,8.06e-14,2.11e-12,21.76786603
"488","FBgn0261574",8.050966402,8.027917789,107.7172743,8.01e-14,2.11e-12,21.72166432
"489","FBgn0026370",7.443675415,7.452555341,107.6861026,8.03e-14,2.11e-12,21.63567224
"490","FBgn0250843",7.149085316,7.070693478,107.7543522,7.99e-14,2.11e-12,21.59740197
"491","FBgn0034708",6.77968629,6.724046777,107.5028522,8.14e-14,2.12e-12,21.53317278
"492","FBgn0030354",6.568768455,6.554821107,107.5204969,8.13e-14,2.12e-12,21.49585903
"493","FBgn0020510",6.365339613,6.341515079,107.5557131,8.11e-14,2.12e-12,21.44971528
"494","FBgn0023172",7.915526978,7.820852919,107.3778683,8.22e-14,2.12e-12,21.68910292
"495","FBgn0039688",7.373324389,7.195184346,107.3779592,8.22e-14,2.12e-12,21.61077131
"496","FBgn0267330",7.094387329,7.018925571,107.4488727,8.17e-14,2.12e-12,21.57564639
"497","FBgn0032015",6.684720419,6.625086978,107.3650311,8.23e-14,2.12e-12,21.51042506
"498","FBgn0041781",6.502044763,6.505113261,107.3852712,8.21e-14,2.12e-12,21.47467881
"499","FBgn0033434",6.679814814,6.647996772,107.3301297,8.25e-14,2.12e-12,21.50795905
"500","FBgn0003520",8.126002568,7.986838555,107.2476293,8.3e-14,2.13e-12,21.70693028
"501","FBgn0036888",6.584822494,6.558751386,107.1502783,8.36e-14,2.14e-12,21.48199168
"502","FBgn0022343",6.423360886,6.42364022,107.117039,8.38e-14,2.14e-12,21.44407519
"503","FBgn0030734",6.785322524,6.347950062,107.0820309,8.4e-14,2.14e-12,21.51446169
"504","FBgn0032956",6.835209375,6.814637853,106.9877906,8.46e-14,2.16e-12,21.51783797
"505","FBgn0263391",8.364425016,8.400558011,106.8626745,8.54e-14,2.16e-12,21.70898631
"506","FBgn0037843",7.086392902,7.165281591,106.9018966,8.51e-14,2.16e-12,21.54895209
"507","FBgn0031459",5.930496511,5.989108875,106.8643826,8.54e-14,2.16e-12,21.27502941
"508","FBgn0035424",7.982535106,8.026929742,106.8343868,8.55e-14,2.16e-12,21.67052368
"509","FBgn0036111",8.279560258,8.255053964,106.7384705,8.62e-14,2.17e-12,21.69630337
"510","FBgn0033159",7.448658423,7.419900968,106.7659194,8.6e-14,2.17e-12,21.59251469
"511","FBgn0010235",7.200475891,7.107499174,106.7446794,8.61e-14,2.17e-12,21.55655135
"512","FBgn0039959",7.545201318,7.507359992,106.5515374,8.74e-14,2.17e-12,21.59658537
"513","FBgn0028341",7.519361588,7.353701353,106.589031,8.71e-14,2.17e-12,21.59442903
"514","FBgn0034418",6.685492055,6.664399018,106.5679947,8.72e-14,2.17e-12,21.4738743
"515","FBgn0027836",6.28003966,6.254973868,106.6165393,8.69e-14,2.17e-12,21.38345081
"516","FBgn0013303",5.820411064,5.881981745,106.628534,8.69e-14,2.17e-12,21.22075594
"517","FBgn0261788",8.122285401,8.102125764,106.5098926,8.76e-14,2.18e-12,21.67012613
"518","FBgn0027932",10.70730609,10.59956767,106.2050539,8.96e-14,2.18e-12,21.72779111
"519","FBgn0001220",8.412544973,8.579687135,106.4194987,8.82e-14,2.18e-12,21.69046354
"520","FBgn0027948",8.113622925,8.111195325,106.1573467,9e-14,2.18e-12,21.65176684
"521","FBgn0010380",7.27097329,7.230028909,106.224113,8.95e-14,2.18e-12,21.54110028
"522","FBgn0010774",6.848284981,6.842092621,106.1432589,9e-14,2.18e-12,21.47999972
"523","FBgn0266409",6.760958073,6.766304273,106.2562311,8.93e-14,2.18e-12,21.47214895
